"Notes"	"Region"	"Region Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	Count	Population	Crude Rate	Crude Rate Standard Error
	"Midwest"	"CENS-R2"	"2004"	"2004"	"50-54 years"	"50-54"	371	4469724	8.300	0.431
	"Midwest"	"CENS-R2"	"2004"	"2004"	"55-59 years"	"55-59"	425	3692172	11.511	0.558
	"Midwest"	"CENS-R2"	"2004"	"2004"	"60-64 years "	"60-64"	378	2836691	13.325	0.685
	"Midwest"	"CENS-R2"	"2004"	"2004"	"65-69 years"	"65-69"	377	2255060	16.718	0.861
	"Midwest"	"CENS-R2"	"2004"	"2004"	"70-74 years"	"70-74"	457	1941570	23.538	1.101
	"Midwest"	"CENS-R2"	"2004"	"2004"	"75-79 years"	"75-79"	416	1737894	23.937	1.174
	"Midwest"	"CENS-R2"	"2004"	"2004"	"80-84 years"	"80-84"	302	1306985	23.107	1.330
	"Midwest"	"CENS-R2"	"2004"	"2004"	"85+ years"	"85+"	200	1134801	17.624	1.246
"Total"	"Midwest"	"CENS-R2"	"2004"	"2004"			4699	65532305	7.171	0.105
	"Midwest"	"CENS-R2"	"2005"	"2005"	"< 1 year"	"1"	29	861807	3.365	0.625
	"Midwest"	"CENS-R2"	"2005"	"2005"	"1-4 years"	"1-4"	171	3487344	4.903	0.375
	"Midwest"	"CENS-R2"	"2005"	"2005"	"5-9 years"	"5-9"	152	4380273	3.470	0.281
	"Midwest"	"CENS-R2"	"2005"	"2005"	"10-14 years"	"10-14"	130	4748777	2.738	0.240
	"Midwest"	"CENS-R2"	"2005"	"2005"	"15-19 years"	"15-19"	103	4855504	2.121	0.209
	"Midwest"	"CENS-R2"	"2005"	"2005"	"20-24 years"	"20-24"	110	4669588	2.356	0.225
	"Midwest"	"CENS-R2"	"2005"	"2005"	"25-29 years"	"25-29"	143	4146542	3.449	0.288
	"Midwest"	"CENS-R2"	"2005"	"2005"	"30-34 years"	"30-34"	154	4225037	3.645	0.294
	"Midwest"	"CENS-R2"	"2005"	"2005"	"35-39 years"	"35-39"	190	4458282	4.262	0.309
	"Midwest"	"CENS-R2"	"2005"	"2005"	"40-44 years"	"40-44"	254	5014335	5.065	0.318
	"Midwest"	"CENS-R2"	"2005"	"2005"	"45-49 years"	"45-49"	351	5092828	6.892	0.368
	"Midwest"	"CENS-R2"	"2005"	"2005"	"50-54 years"	"50-54"	417	4581920	9.101	0.446
	"Midwest"	"CENS-R2"	"2005"	"2005"	"55-59 years"	"55-59"	432	3898649	11.081	0.533
	"Midwest"	"CENS-R2"	"2005"	"2005"	"60-64 years "	"60-64"	420	2907552	14.445	0.705
	"Midwest"	"CENS-R2"	"2005"	"2005"	"65-69 years"	"65-69"	415	2282444	18.182	0.893
	"Midwest"	"CENS-R2"	"2005"	"2005"	"70-74 years"	"70-74"	391	1928603	20.274	1.025
	"Midwest"	"CENS-R2"	"2005"	"2005"	"75-79 years"	"75-79"	387	1728003	22.396	1.138
	"Midwest"	"CENS-R2"	"2005"	"2005"	"80-84 years"	"80-84"	307	1323879	23.189	1.323
	"Midwest"	"CENS-R2"	"2005"	"2005"	"85+ years"	"85+"	226	1160505	19.474	1.295
"Total"	"Midwest"	"CENS-R2"	"2005"	"2005"			4782	65751872	7.273	0.105
	"Midwest"	"CENS-R2"	"2006"	"2006"	"< 1 year"	"1"	32	870650	3.675	0.650
	"Midwest"	"CENS-R2"	"2006"	"2006"	"1-4 years"	"1-4"	158	3462560	4.563	0.363
	"Midwest"	"CENS-R2"	"2006"	"2006"	"5-9 years"	"5-9"	138	4387943	3.145	0.268
	"Midwest"	"CENS-R2"	"2006"	"2006"	"10-14 years"	"10-14"	133	4687407	2.837	0.246
	"Midwest"	"CENS-R2"	"2006"	"2006"	"15-19 years"	"15-19"	115	4882194	2.355	0.220
	"Midwest"	"CENS-R2"	"2006"	"2006"	"20-24 years"	"20-24"	107	4653490	2.299	0.222
	"Midwest"	"CENS-R2"	"2006"	"2006"	"25-29 years"	"25-29"	147	4254987	3.455	0.285
	"Midwest"	"CENS-R2"	"2006"	"2006"	"30-34 years"	"30-34"	175	4097188	4.271	0.323
	"Midwest"	"CENS-R2"	"2006"	"2006"	"35-39 years"	"35-39"	194	4465863	4.344	0.312
	"Midwest"	"CENS-R2"	"2006"	"2006"	"40-44 years"	"40-44"	251	4865007	5.159	0.326
	"Midwest"	"CENS-R2"	"2006"	"2006"	"45-49 years"	"45-49"	330	5132953	6.429	0.354
	"Midwest"	"CENS-R2"	"2006"	"2006"	"50-54 years"	"50-54"	374	4680783	7.990	0.413
	"Midwest"	"CENS-R2"	"2006"	"2006"	"55-59 years"	"55-59"	477	4116351	11.588	0.531
	"Midwest"	"CENS-R2"	"2006"	"2006"	"60-64 years "	"60-64"	437	2965651	14.735	0.705
	"Midwest"	"CENS-R2"	"2006"	"2006"	"65-69 years"	"65-69"	413	2330554	17.721	0.872
	"Midwest"	"CENS-R2"	"2006"	"2006"	"70-74 years"	"70-74"	475	1928897	24.625	1.130
	"Midwest"	"CENS-R2"	"2006"	"2006"	"75-79 years"	"75-79"	382	1717577	22.241	1.138
	"Midwest"	"CENS-R2"	"2006"	"2006"	"80-84 years"	"80-84"	278	1331053	20.886	1.253
	"Midwest"	"CENS-R2"	"2006"	"2006"	"85+ years"	"85+"	243	1197447	20.293	1.302
"Total"	"Midwest"	"CENS-R2"	"2006"	"2006"			4859	66028555	7.359	0.106
	"Midwest"	"CENS-R2"	"2007"	"2007"	"< 1 year"	"1"	40	886085	4.514	0.714
	"Midwest"	"CENS-R2"	"2007"	"2007"	"1-4 years"	"1-4"	193	3466390	5.568	0.401
	"Midwest"	"CENS-R2"	"2007"	"2007"	"5-9 years"	"5-9"	147	4398036	3.342	0.276
	"Midwest"	"CENS-R2"	"2007"	"2007"	"10-14 years"	"10-14"	119	4619051	2.576	0.236
	"Midwest"	"CENS-R2"	"2007"	"2007"	"15-19 years"	"15-19"	109	4903076	2.223	0.213
	"Midwest"	"CENS-R2"	"2007"	"2007"	"20-24 years"	"20-24"	122	4596685	2.654	0.240
	"Midwest"	"CENS-R2"	"2007"	"2007"	"25-29 years"	"25-29"	143	4350866	3.287	0.275
	"Midwest"	"CENS-R2"	"2007"	"2007"	"30-34 years"	"30-34"	154	4049756	3.803	0.306
	"Midwest"	"CENS-R2"	"2007"	"2007"	"35-39 years"	"35-39"	199	4437823	4.484	0.318
	"Midwest"	"CENS-R2"	"2007"	"2007"	"40-44 years"	"40-44"	253	4714008	5.367	0.337
	"Midwest"	"CENS-R2"	"2007"	"2007"	"45-49 years"	"45-49"	303	5114276	5.925	0.340
	"Midwest"	"CENS-R2"	"2007"	"2007"	"50-54 years"	"50-54"	389	4789472	8.122	0.412
	"Midwest"	"CENS-R2"	"2007"	"2007"	"55-59 years"	"55-59"	481	4139474	11.620	0.530
	"Midwest"	"CENS-R2"	"2007"	"2007"	"60-64 years "	"60-64"	477	3205329	14.881	0.681
	"Midwest"	"CENS-R2"	"2007"	"2007"	"65-69 years"	"65-69"	443	2416971	18.329	0.871
	"Midwest"	"CENS-R2"	"2007"	"2007"	"70-74 years"	"70-74"	424	1938120	21.877	1.062
	"Midwest"	"CENS-R2"	"2007"	"2007"	"75-79 years"	"75-79"	419	1696061	24.704	1.207
	"Midwest"	"CENS-R2"	"2007"	"2007"	"80-84 years"	"80-84"	288	1338205	21.521	1.268
	"Midwest"	"CENS-R2"	"2007"	"2007"	"85+ years"	"85+"	225	1234005	18.233	1.216
"Total"	"Midwest"	"CENS-R2"	"2007"	"2007"			4928	66293689	7.434	0.106
	"Midwest"	"CENS-R2"	"2008"	"2008"	"< 1 year"	"1"	34	873505	3.892	0.668
	"Midwest"	"CENS-R2"	"2008"	"2008"	"1-4 years"	"1-4"	168	3483223	4.823	0.372
	"Midwest"	"CENS-R2"	"2008"	"2008"	"5-9 years"	"5-9"	165	4408250	3.743	0.291
	"Midwest"	"CENS-R2"	"2008"	"2008"	"10-14 years"	"10-14"	115	4569717	2.517	0.235
	"Midwest"	"CENS-R2"	"2008"	"2008"	"15-19 years"	"15-19"	113	4897558	2.307	0.217
	"Midwest"	"CENS-R2"	"2008"	"2008"	"20-24 years"	"20-24"	138	4573173	3.018	0.257
	"Midwest"	"CENS-R2"	"2008"	"2008"	"25-29 years"	"25-29"	152	4409566	3.447	0.280
	"Midwest"	"CENS-R2"	"2008"	"2008"	"30-34 years"	"30-34"	148	4057615	3.647	0.300
	"Midwest"	"CENS-R2"	"2008"	"2008"	"35-39 years"	"35-39"	175	4373353	4.002	0.302
	"Midwest"	"CENS-R2"	"2008"	"2008"	"40-44 years"	"40-44"	234	4562335	5.129	0.335
	"Midwest"	"CENS-R2"	"2008"	"2008"	"45-49 years"	"45-49"	353	5070233	6.962	0.371
	"Midwest"	"CENS-R2"	"2008"	"2008"	"50-54 years"	"50-54"	420	4891098	8.587	0.419
	"Midwest"	"CENS-R2"	"2008"	"2008"	"55-59 years"	"55-59"	469	4229942	11.088	0.512
	"Midwest"	"CENS-R2"	"2008"	"2008"	"60-64 years "	"60-64"	501	3335523	15.020	0.671
	"Midwest"	"CENS-R2"	"2008"	"2008"	"65-69 years"	"65-69"	449	2542044	17.663	0.834
	"Midwest"	"CENS-R2"	"2008"	"2008"	"70-74 years"	"70-74"	460	1969611	23.355	1.089
	"Midwest"	"CENS-R2"	"2008"	"2008"	"75-79 years"	"75-79"	382	1668193	22.899	1.172
	"Midwest"	"CENS-R2"	"2008"	"2008"	"80-84 years"	"80-84"	346	1345255	25.720	1.383
	"Midwest"	"CENS-R2"	"2008"	"2008"	"85+ years"	"85+"	289	1263741	22.869	1.345
"Total"	"Midwest"	"CENS-R2"	"2008"	"2008"			5111	66523935	7.683	0.107
	"Midwest"	"CENS-R2"	"2009"	"2009"	"< 1 year"	"1"	38	854125	4.449	0.722
	"Midwest"	"CENS-R2"	"2009"	"2009"	"1-4 years"	"1-4"	161	3486465	4.618	0.364
	"Midwest"	"CENS-R2"	"2009"	"2009"	"5-9 years"	"5-9"	163	4427663	3.681	0.288
	"Midwest"	"CENS-R2"	"2009"	"2009"	"10-14 years"	"10-14"	125	4538207	2.754	0.246
	"Midwest"	"CENS-R2"	"2009"	"2009"	"15-19 years"	"15-19"	111	4861215	2.283	0.217
	"Midwest"	"CENS-R2"	"2009"	"2009"	"20-24 years"	"20-24"	136	4570302	2.976	0.255
	"Midwest"	"CENS-R2"	"2009"	"2009"	"25-29 years"	"25-29"	154	4424413	3.481	0.280
	"Midwest"	"CENS-R2"	"2009"	"2009"	"30-34 years"	"30-34"	165	4118064	4.007	0.312
	"Midwest"	"CENS-R2"	"2009"	"2009"	"35-39 years"	"35-39"	171	4271947	4.003	0.306
	"Midwest"	"CENS-R2"	"2009"	"2009"	"40-44 years"	"40-44"	208	4440315	4.684	0.325
	"Midwest"	"CENS-R2"	"2009"	"2009"	"45-49 years"	"45-49"	316	5027738	6.285	0.354
	"Midwest"	"CENS-R2"	"2009"	"2009"	"50-54 years"	"50-54"	412	4958068	8.310	0.409
	"Midwest"	"CENS-R2"	"2009"	"2009"	"55-59 years"	"55-59"	453	4339417	10.439	0.490
	"Midwest"	"CENS-R2"	"2009"	"2009"	"60-64 years "	"60-64"	510	3510721	14.527	0.643
	"Midwest"	"CENS-R2"	"2009"	"2009"	"65-69 years"	"65-69"	460	2627324	17.508	0.816
	"Midwest"	"CENS-R2"	"2009"	"2009"	"70-74 years"	"70-74"	385	2016707	19.091	0.973
	"Midwest"	"CENS-R2"	"2009"	"2009"	"75-79 years"	"75-79"	388	1642729	23.619	1.199
	"Midwest"	"CENS-R2"	"2009"	"2009"	"80-84 years"	"80-84"	303	1337834	22.649	1.301
	"Midwest"	"CENS-R2"	"2009"	"2009"	"85+ years"	"85+"	275	1295183	21.233	1.280
"Total"	"Midwest"	"CENS-R2"	"2009"	"2009"			4934	66748437	7.392	0.105
	"Midwest"	"CENS-R2"	"2010"	"2010"	"< 1 year"	"1"	33	843178	3.914	0.681
	"Midwest"	"CENS-R2"	"2010"	"2010"	"1-4 years"	"1-4"	162	3484138	4.650	0.365
	"Midwest"	"CENS-R2"	"2010"	"2010"	"5-9 years"	"5-9"	168	4423427	3.798	0.293
	"Midwest"	"CENS-R2"	"2010"	"2010"	"10-14 years"	"10-14"	137	4520224	3.031	0.259
	"Midwest"	"CENS-R2"	"2010"	"2010"	"15-19 years"	"15-19"	98	4796058	2.043	0.206
	"Midwest"	"CENS-R2"	"2010"	"2010"	"20-24 years"	"20-24"	101	4594244	2.198	0.219
	"Midwest"	"CENS-R2"	"2010"	"2010"	"25-29 years"	"25-29"	140	4415466	3.171	0.268
	"Midwest"	"CENS-R2"	"2010"	"2010"	"30-34 years"	"30-34"	175	4195555	4.171	0.315
	"Midwest"	"CENS-R2"	"2010"	"2010"	"35-39 years"	"35-39"	161	4159878	3.870	0.305
	"Midwest"	"CENS-R2"	"2010"	"2010"	"40-44 years"	"40-44"	220	4388529	5.013	0.338
	"Midwest"	"CENS-R2"	"2010"	"2010"	"45-49 years"	"45-49"	323	4924677	6.559	0.365
	"Midwest"	"CENS-R2"	"2010"	"2010"	"50-54 years"	"50-54"	370	5010412	7.385	0.384
	"Midwest"	"CENS-R2"	"2010"	"2010"	"55-59 years"	"55-59"	483	4453860	10.845	0.493
	"Midwest"	"CENS-R2"	"2010"	"2010"	"60-64 years "	"60-64"	532	3711978	14.332	0.621
	"Midwest"	"CENS-R2"	"2010"	"2010"	"65-69 years"	"65-69"	451	2700098	16.703	0.787
	"Midwest"	"CENS-R2"	"2010"	"2010"	"70-74 years"	"70-74"	422	2046374	20.622	1.004
	"Midwest"	"CENS-R2"	"2010"	"2010"	"75-79 years"	"75-79"	367	1638057	22.405	1.170
	"Midwest"	"CENS-R2"	"2010"	"2010"	"80-84 years"	"80-84"	297	1337223	22.210	1.289
	"Midwest"	"CENS-R2"	"2010"	"2010"	"85+ years"	"85+"	247	1331040	18.557	1.181
"Total"	"Midwest"	"CENS-R2"	"2010"	"2010"			4887	66974416	7.297	0.104
	"Midwest"	"CENS-R2"	"2011"	"2011"	"< 1 year"	"1"	26	831824	3.126	0.613
	"Midwest"	"CENS-R2"	"2011"	"2011"	"1-4 years"	"1-4"	182	3452084	5.272	0.391
	"Midwest"	"CENS-R2"	"2011"	"2011"	"5-9 years"	"5-9"	171	4402378	3.884	0.297
	"Midwest"	"CENS-R2"	"2011"	"2011"	"10-14 years"	"10-14"	138	4511367	3.059	0.260
	"Midwest"	"CENS-R2"	"2011"	"2011"	"15-19 years"	"15-19"	129	4730108	2.727	0.240
	"Midwest"	"CENS-R2"	"2011"	"2011"	"20-24 years"	"20-24"	118	4668813	2.527	0.233
	"Midwest"	"CENS-R2"	"2011"	"2011"	"25-29 years"	"25-29"	157	4401406	3.567	0.285
	"Midwest"	"CENS-R2"	"2011"	"2011"	"30-34 years"	"30-34"	147	4282657	3.432	0.283
	"Midwest"	"CENS-R2"	"2011"	"2011"	"35-39 years"	"35-39"	154	4035925	3.816	0.307
	"Midwest"	"CENS-R2"	"2011"	"2011"	"40-44 years"	"40-44"	224	4392907	5.099	0.341
	"Midwest"	"CENS-R2"	"2011"	"2011"	"45-49 years"	"45-49"	326	4767393	6.838	0.379
	"Midwest"	"CENS-R2"	"2011"	"2011"	"50-54 years"	"50-54"	395	5037375	7.841	0.395
	"Midwest"	"CENS-R2"	"2011"	"2011"	"55-59 years"	"55-59"	502	4547169	11.040	0.493
	"Midwest"	"CENS-R2"	"2011"	"2011"	"60-64 years "	"60-64"	600	3917972	15.314	0.625
	"Midwest"	"CENS-R2"	"2011"	"2011"	"65-69 years"	"65-69"	480	2754344	17.427	0.795
	"Midwest"	"CENS-R2"	"2011"	"2011"	"70-74 years"	"70-74"	400	2091813	19.122	0.956
	"Midwest"	"CENS-R2"	"2011"	"2011"	"75-79 years"	"75-79"	374	1640791	22.794	1.179
	"Midwest"	"CENS-R2"	"2011"	"2011"	"80-84 years"	"80-84"	309	1332309	23.193	1.319
	"Midwest"	"CENS-R2"	"2011"	"2011"	"85+ years"	"85+"	241	1359165	17.731	1.142
"Total"	"Midwest"	"CENS-R2"	"2011"	"2011"			5073	67157800	7.554	0.106
	"Midwest"	"CENS-R2"	"2012"	"2012"	"< 1 year"	"1"	23	827268	2.780	0.580
	"Midwest"	"CENS-R2"	"2012"	"2012"	"1-4 years"	"1-4"	199	3407958	5.839	0.414
	"Midwest"	"CENS-R2"	"2012"	"2012"	"5-9 years"	"5-9"	146	4407480	3.313	0.274
	"Midwest"	"CENS-R2"	"2012"	"2012"	"10-14 years"	"10-14"	138	4486281	3.076	0.262
	"Midwest"	"CENS-R2"	"2012"	"2012"	"15-19 years"	"15-19"	107	4646369	2.303	0.223
	"Midwest"	"CENS-R2"	"2012"	"2012"	"20-24 years"	"20-24"	117	4771017	2.452	0.227
	"Midwest"	"CENS-R2"	"2012"	"2012"	"25-29 years"	"25-29"	130	4375087	2.971	0.261
	"Midwest"	"CENS-R2"	"2012"	"2012"	"30-34 years"	"30-34"	153	4347157	3.520	0.285
	"Midwest"	"CENS-R2"	"2012"	"2012"	"35-39 years"	"35-39"	157	3998005	3.927	0.313
	"Midwest"	"CENS-R2"	"2012"	"2012"	"40-44 years"	"40-44"	186	4358569	4.267	0.313
	"Midwest"	"CENS-R2"	"2012"	"2012"	"45-49 years"	"45-49"	270	4616776	5.848	0.356
	"Midwest"	"CENS-R2"	"2012"	"2012"	"50-54 years"	"50-54"	401	5003693	8.014	0.400
	"Midwest"	"CENS-R2"	"2012"	"2012"	"55-59 years"	"55-59"	482	4644635	10.378	0.473
	"Midwest"	"CENS-R2"	"2012"	"2012"	"60-64 years "	"60-64"	543	3934515	13.801	0.592
	"Midwest"	"CENS-R2"	"2012"	"2012"	"65-69 years"	"65-69"	530	2979758	17.787	0.773
	"Midwest"	"CENS-R2"	"2012"	"2012"	"70-74 years"	"70-74"	435	2169232	20.053	0.961
	"Midwest"	"CENS-R2"	"2012"	"2012"	"75-79 years"	"75-79"	396	1652564	23.963	1.204
	"Midwest"	"CENS-R2"	"2012"	"2012"	"80-84 years"	"80-84"	313	1319014	23.730	1.341
	"Midwest"	"CENS-R2"	"2012"	"2012"	"85+ years"	"85+"	249	1391365	17.896	1.134
"Total"	"Midwest"	"CENS-R2"	"2012"	"2012"			4975	67336743	7.388	0.105
	"Midwest"	"CENS-R2"	"2013"	"2013"	"< 1 year"	"1"	41	827615	4.954	0.774
	"Midwest"	"CENS-R2"	"2013"	"2013"	"1-4 years"	"1-4"	190	3371402	5.636	0.409
	"Midwest"	"CENS-R2"	"2013"	"2013"	"5-9 years"	"5-9"	150	4407821	3.403	0.278
	"Midwest"	"CENS-R2"	"2013"	"2013"	"10-14 years"	"10-14"	153	4466997	3.425	0.277
	"Midwest"	"CENS-R2"	"2013"	"2013"	"15-19 years"	"15-19"	92	4590706	2.004	0.209
	"Midwest"	"CENS-R2"	"2013"	"2013"	"20-24 years"	"20-24"	113	4841912	2.334	0.220
	"Midwest"	"CENS-R2"	"2013"	"2013"	"25-29 years"	"25-29"	130	4377913	2.969	0.260
	"Midwest"	"CENS-R2"	"2013"	"2013"	"30-34 years"	"30-34"	158	4405664	3.586	0.285
	"Midwest"	"CENS-R2"	"2013"	"2013"	"35-39 years"	"35-39"	178	4025010	4.422	0.331
	"Midwest"	"CENS-R2"	"2013"	"2013"	"40-44 years"	"40-44"	174	4297348	4.049	0.307
	"Midwest"	"CENS-R2"	"2013"	"2013"	"45-49 years"	"45-49"	283	4470537	6.330	0.376
	"Midwest"	"CENS-R2"	"2013"	"2013"	"50-54 years"	"50-54"	414	4952942	8.359	0.411
	"Midwest"	"CENS-R2"	"2013"	"2013"	"55-59 years"	"55-59"	491	4729866	10.381	0.468
	"Midwest"	"CENS-R2"	"2013"	"2013"	"60-64 years "	"60-64"	590	4011051	14.709	0.606
	"Midwest"	"CENS-R2"	"2013"	"2013"	"65-69 years"	"65-69"	520	3101866	16.764	0.735
	"Midwest"	"CENS-R2"	"2013"	"2013"	"70-74 years"	"70-74"	442	2283293	19.358	0.921
	"Midwest"	"CENS-R2"	"2013"	"2013"	"75-79 years"	"75-79"	358	1683423	21.266	1.124
	"Midwest"	"CENS-R2"	"2013"	"2013"	"80-84 years"	"80-84"	268	1301647	20.589	1.258
	"Midwest"	"CENS-R2"	"2013"	"2013"	"85+ years"	"85+"	252	1413366	17.830	1.123
"Total"	"Midwest"	"CENS-R2"	"2013"	"2013"			4997	67560379	7.396	0.105
	"Midwest"	"CENS-R2"	"2014"	"2014"	"< 1 year"	"1"	44	832982	5.282	0.796
	"Midwest"	"CENS-R2"	"2014"	"2014"	"1-4 years"	"1-4"	166	3358674	4.942	0.384
	"Midwest"	"CENS-R2"	"2014"	"2014"	"5-9 years"	"5-9"	154	4372835	3.522	0.284
	"Midwest"	"CENS-R2"	"2014"	"2014"	"10-14 years"	"10-14"	149	4453794	3.345	0.274
	"Midwest"	"CENS-R2"	"2014"	"2014"	"15-19 years"	"15-19"	111	4548229	2.441	0.232
	"Midwest"	"CENS-R2"	"2014"	"2014"	"20-24 years"	"20-24"	117	4867386	2.404	0.222
	"Midwest"	"CENS-R2"	"2014"	"2014"	"25-29 years"	"25-29"	156	4415508	3.533	0.283
	"Midwest"	"CENS-R2"	"2014"	"2014"	"30-34 years"	"30-34"	185	4421338	4.184	0.308
	"Midwest"	"CENS-R2"	"2014"	"2014"	"35-39 years"	"35-39"	171	4082073	4.189	0.320
	"Midwest"	"CENS-R2"	"2014"	"2014"	"40-44 years"	"40-44"	189	4206335	4.493	0.327
	"Midwest"	"CENS-R2"	"2014"	"2014"	"45-49 years"	"45-49"	236	4347732	5.428	0.353
	"Midwest"	"CENS-R2"	"2014"	"2014"	"50-54 years"	"50-54"	395	4895305	8.069	0.406
	"Midwest"	"CENS-R2"	"2014"	"2014"	"55-59 years"	"55-59"	491	4777487	10.277	0.464
	"Midwest"	"CENS-R2"	"2014"	"2014"	"60-64 years "	"60-64"	539	4104733	13.131	0.566
	"Midwest"	"CENS-R2"	"2014"	"2014"	"65-69 years"	"65-69"	592	3255821	18.183	0.747
	"Midwest"	"CENS-R2"	"2014"	"2014"	"70-74 years"	"70-74"	494	2358445	20.946	0.942
	"Midwest"	"CENS-R2"	"2014"	"2014"	"75-79 years"	"75-79"	354	1724384	20.529	1.091
	"Midwest"	"CENS-R2"	"2014"	"2014"	"80-84 years"	"80-84"	313	1285937	24.340	1.376
	"Midwest"	"CENS-R2"	"2014"	"2014"	"85+ years"	"85+"	267	1436169	18.591	1.138
"Total"	"Midwest"	"CENS-R2"	"2014"	"2014"			5123	67745167	7.562	0.106
	"Midwest"	"CENS-R2"	"2015"	"2015"	"< 1 year"	"1"	39	834221	4.675	0.749
	"Midwest"	"CENS-R2"	"2015"	"2015"	"1-4 years"	"1-4"	137	3347533	4.093	0.350
	"Midwest"	"CENS-R2"	"2015"	"2015"	"5-9 years"	"5-9"	169	4342927	3.891	0.299
	"Midwest"	"CENS-R2"	"2015"	"2015"	"10-14 years"	"10-14"	135	4417568	3.056	0.263
	"Midwest"	"CENS-R2"	"2015"	"2015"	"15-19 years"	"15-19"	100	4532984	2.206	0.221
	"Midwest"	"CENS-R2"	"2015"	"2015"	"20-24 years"	"20-24"	104	4835463	2.151	0.211
	"Midwest"	"CENS-R2"	"2015"	"2015"	"25-29 years"	"25-29"	141	4461389	3.160	0.266
	"Midwest"	"CENS-R2"	"2015"	"2015"	"30-34 years"	"30-34"	180	4410233	4.081	0.304
	"Midwest"	"CENS-R2"	"2015"	"2015"	"35-39 years"	"35-39"	196	4163907	4.707	0.336
	"Midwest"	"CENS-R2"	"2015"	"2015"	"40-44 years"	"40-44"	209	4097083	5.101	0.353
	"Midwest"	"CENS-R2"	"2015"	"2015"	"45-49 years"	"45-49"	260	4296182	6.052	0.375
	"Midwest"	"CENS-R2"	"2015"	"2015"	"50-54 years"	"50-54"	363	4784308	7.587	0.398
	"Midwest"	"CENS-R2"	"2015"	"2015"	"55-59 years"	"55-59"	513	4810468	10.664	0.471
	"Midwest"	"CENS-R2"	"2015"	"2015"	"60-64 years "	"60-64"	551	4205705	13.101	0.558
	"Midwest"	"CENS-R2"	"2015"	"2015"	"65-69 years"	"65-69"	574	3422624	16.771	0.700
	"Midwest"	"CENS-R2"	"2015"	"2015"	"70-74 years"	"70-74"	480	2417478	19.855	0.906
	"Midwest"	"CENS-R2"	"2015"	"2015"	"75-79 years"	"75-79"	371	1747912	21.225	1.102
	"Midwest"	"CENS-R2"	"2015"	"2015"	"80-84 years"	"80-84"	272	1280893	21.235	1.288
	"Midwest"	"CENS-R2"	"2015"	"2015"	"85+ years"	"85+"	267	1451705	18.392	1.126
"Total"	"Midwest"	"CENS-R2"	"2015"	"2015"			5061	67860583	7.458	0.105
	"Midwest"	"CENS-R2"	"2016"	"2016"	"< 1 year"	"1"	36	827799	4.349	0.725
	"Midwest"	"CENS-R2"	"2016"	"2016"	"1-4 years"	"1-4"	179	3351123	5.341	0.399
	"Midwest"	"CENS-R2"	"2016"	"2016"	"5-9 years"	"5-9"	159	4304244	3.694	0.293
	"Midwest"	"CENS-R2"	"2016"	"2016"	"10-14 years"	"10-14"	127	4398826	2.887	0.256
	"Midwest"	"CENS-R2"	"2016"	"2016"	"15-19 years"	"15-19"	107	4521110	2.367	0.229
	"Midwest"	"CENS-R2"	"2016"	"2016"	"20-24 years"	"20-24"	128	4768362	2.684	0.237
	"Midwest"	"CENS-R2"	"2016"	"2016"	"25-29 years"	"25-29"	153	4534235	3.374	0.273
	"Midwest"	"CENS-R2"	"2016"	"2016"	"30-34 years"	"30-34"	175	4406106	3.972	0.300
	"Midwest"	"CENS-R2"	"2016"	"2016"	"35-39 years"	"35-39"	190	4252799	4.468	0.324
	"Midwest"	"CENS-R2"	"2016"	"2016"	"40-44 years"	"40-44"	158	3972007	3.978	0.316
	"Midwest"	"CENS-R2"	"2016"	"2016"	"45-49 years"	"45-49"	249	4298223	5.793	0.367
	"Midwest"	"CENS-R2"	"2016"	"2016"	"50-54 years"	"50-54"	352	4626397	7.609	0.406
	"Midwest"	"CENS-R2"	"2016"	"2016"	"55-59 years"	"55-59"	497	4829154	10.292	0.462
	"Midwest"	"CENS-R2"	"2016"	"2016"	"60-64 years "	"60-64"	585	4287468	13.644	0.564
	"Midwest"	"CENS-R2"	"2016"	"2016"	"65-69 years"	"65-69"	635	3607112	17.604	0.699
	"Midwest"	"CENS-R2"	"2016"	"2016"	"70-74 years"	"70-74"	463	2462412	18.803	0.874
	"Midwest"	"CENS-R2"	"2016"	"2016"	"75-79 years"	"75-79"	417	1786794	23.338	1.143
	"Midwest"	"CENS-R2"	"2016"	"2016"	"80-84 years"	"80-84"	305	1286958	23.699	1.357
	"Midwest"	"CENS-R2"	"2016"	"2016"	"85+ years"	"85+"	261	1466411	17.799	1.102
"Total"	"Midwest"	"CENS-R2"	"2016"	"2016"			5176	67987540	7.613	0.106
	"Midwest"	"CENS-R2"	"2017"	"2017"	"< 1 year"	"1"	28	814845	3.436	0.649
	"Midwest"	"CENS-R2"	"2017"	"2017"	"1-4 years"	"1-4"	163	3355202	4.858	0.381
	"Midwest"	"CENS-R2"	"2017"	"2017"	"5-9 years"	"5-9"	146	4265482	3.423	0.283
	"Midwest"	"CENS-R2"	"2017"	"2017"	"10-14 years"	"10-14"	136	4408080	3.085	0.265
	"Midwest"	"CENS-R2"	"2017"	"2017"	"15-19 years"	"15-19"	114	4496958	2.535	0.237
	"Midwest"	"CENS-R2"	"2017"	"2017"	"20-24 years"	"20-24"	117	4689323	2.495	0.231
